Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM LAMBELU,BAU-BAU,2025-07-30 23:00:00,2025-07-30 23:00:00,2025-07-31 01:00:00,0.0
KM PANGRANGO,BANDA,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 02:00:00,0.0
KM AWU,KUPANG,2025-07-31 01:00:00,2025-07-31 01:00:00,2025-07-31 06:00:00,0.0
KM BINAIYA,BIMA,2025-07-31 02:00:00,2025-07-31 02:00:00,2025-07-31 03:00:00,0.0
KM CIREMAI,TANJUNG PRIOK,2025-07-31 05:00:00,2025-07-31 05:00:00,2025-07-31 05:00:00,0.0
KM LABOBAR,BAU-BAU,2025-07-31 06:00:00,2025-07-31 06:00:00,2025-07-31 08:00:00,0.0
KM NGGAPULU,JAILOLO,2025-07-31 08:00:00,2025-07-31 10:00:00,2025-07-31 12:00:00,0.0
KM NGGAPULU,TERNATE,2025-07-31 12:00:00,2025-07-31 12:00:00,2025-07-31 14:00:00,0.0
KM LAMBELU,MAKASSAR,2025-07-31 16:00:00,2025-07-31 16:00:00,2025-07-31 20:00:00,0.0
KM PANGRANGO,AMBON,2025-07-31 17:00:00,2025-07-31 17:00:00,2025-07-31 17:00:00,0.0
KM DOBONSOLO,BAU-BAU,2025-07-31 17:00:00,2025-07-31 17:00:00,2025-07-31 19:00:00,0.0
KM TILONGKABILA,GORONTALO,2025-07-31 18:00:00,2025-07-31 18:00:00,2025-07-31 20:00:00,0.0
KM AWU,KALABAHI,2025-07-31 19:00:00,2025-07-31 19:00:00,2025-07-31 22:00:00,0.0
KM LABOBAR,MAKASSAR,2025-07-31 22:00:00,2025-07-31 22:00:00,2025-08-01 00:00:00,0.0
KM LAMBELU,PARE-PARE,2025-08-01 01:00:00,2025-08-01 01:00:00,2025-08-01 06:00:00,0.0
KM BINAIYA,BENOA,2025-08-01 02:00:00,2025-08-01 02:00:00,2025-08-01 02:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-08-01 04:00:00,2025-08-01 04:00:00,2025-08-01 04:00:00,0.0
KM KELIMUTU,SURABAYA,2025-08-01 06:00:00,2025-08-01 06:00:00,2025-08-01 09:00:00,0.0
KM TILONGKABILA,LUWUK,2025-08-01 07:00:00,2025-08-01 07:00:00,2025-08-01 09:00:00,0.0
KM NGGAPULU,AMBON,2025-08-01 10:00:00,2025-08-01 10:00:00,2025-08-01 13:00:00,0.0
KM DOBONSOLO,MAKASSAR,2025-08-01 10:00:00,2025-08-01 10:00:00,2025-08-01 13:00:00,0.0
KM AWU,KUPANG,2025-08-01 11:00:00,2025-08-01 11:00:00,2025-08-01 16:00:00,0.0
KM NGGAPULU,NAMLEA,2025-08-01 18:00:00,2025-08-01 18:00:00,2025-08-01 20:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-08-01 22:00:00,2025-08-01 22:00:00,2025-08-02 00:00:00,0.0
KM LABOBAR,SURABAYA,2025-08-02 01:00:00,2025-08-02 01:00:00,2025-08-02 04:00:00,0.0
KM TILONGKABILA,KENDARI,2025-08-02 03:00:00,2025-08-02 03:00:00,2025-08-02 07:00:00,0.0
KM AWU,ENDE,2025-08-02 05:00:00,2025-08-02 05:00:00,2025-08-02 07:00:00,0.0
KM KELIMUTU,KUMAI,2025-08-02 11:00:00,2025-08-02 11:00:00,2025-08-02 13:00:00,0.0
KM LAMBELU,PANTOLOAN,2025-08-02 13:00:00,2025-08-02 13:00:00,2025-08-02 15:00:00,0.0
KM TILONGKABILA,RAHA,2025-08-02 14:00:00,2025-08-02 14:00:00,2025-08-02 15:00:00,0.0
KM DOBONSOLO,SURABAYA,2025-08-02 16:00:00,2025-08-02 16:00:00,2025-08-02 18:00:00,0.0
KM AWU,WAINGAPU,2025-08-02 16:00:00,2025-08-02 16:00:00,2025-08-02 19:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-08-02 18:00:00,2025-08-02 18:00:00,2025-08-02 20:00:00,0.0
KM TILONGKABILA,BAU-BAU,2025-08-02 20:00:00,2025-08-02 20:00:00,2025-08-02 22:00:00,0.0
KM LABOBAR,TANJUNG PRIOK,2025-08-03 07:00:00,2025-08-03 07:00:00,2025-08-03 11:00:00,0.0
KM AWU,BIMA,2025-08-03 09:00:00,2025-08-03 09:00:00,2025-08-03 11:00:00,0.0
KM LAMBELU,TARAKAN,2025-08-03 10:00:00,2025-08-03 10:00:00,2025-08-03 14:00:00,0.0
KM KELIMUTU,SEMARANG,2025-08-03 12:00:00,2025-08-03 12:00:00,2025-08-03 17:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-08-03 12:00:00,2025-08-03 12:00:00,2025-08-03 15:00:00,0.0
KM LABOBAR,CILEGON,2025-08-03 14:00:00,2025-08-03 14:00:00,2025-08-03 14:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-08-03 20:00:00,2025-08-03 20:00:00,2025-08-04 01:00:00,0.0
KM DOBONSOLO,TANJUNG PRIOK,2025-08-03 20:00:00,2025-08-03 20:00:00,2025-08-03 20:00:00,0.0
KM LAMBELU,NUNUKAN,2025-08-03 20:00:00,2025-08-03 20:00:00,2025-08-03 23:00:00,0.0
KM AWU,BENOA,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 11:00:00,0.0
KM NGGAPULU,SURABAYA,2025-08-04 19:00:00,2025-08-04 19:00:00,2025-08-04 22:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-08-04 19:00:00,2025-08-04 19:00:00,2025-08-04 21:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-08-05 02:00:00,2025-08-05 02:00:00,2025-08-05 04:00:00,0.0
KM TILONGKABILA,BIMA,2025-08-05 04:00:00,2025-08-05 04:00:00,2025-08-05 06:00:00,0.0
KM AWU,SURABAYA,2025-08-05 15:00:00,2025-08-05 15:00:00,2025-08-05 22:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-08-05 15:00:00,2025-08-05 15:00:00,2025-08-05 18:00:00,0.0
KM LAMBELU,PARE-PARE,2025-08-05 20:00:00,2025-08-05 20:00:00,2025-08-05 22:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,0.0
KM TILONGKABILA,LEMBAR,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 02:00:00,0.0
KM LAMBELU,MAKASSAR,2025-08-06 03:00:00,2025-08-06 03:00:00,2025-08-06 03:00:00,0.0
KM TILONGKABILA,BENOA,2025-08-06 08:00:00,2025-08-06 08:00:00,2025-08-06 08:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-08-06 14:00:00,2025-08-06 14:00:00,2025-08-06 16:00:00,0.0
KM AWU,KUMAI,2025-08-07 03:00:00,2025-08-07 03:00:00,2025-08-07 03:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-08-07 10:00:00,2025-08-07 10:00:00,2025-08-07 10:00:00,0.0
KM TIDAR,MAKASSAR,2025-08-07 19:00:00,2025-08-07 19:00:00,2025-08-07 23:00:00,0.0
KM TIDAR,SURABAYA,2025-08-09 06:00:00,2025-08-09 06:00:00,2025-08-09 08:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-08-10 13:00:00,2025-08-10 13:00:00,2025-08-10 15:00:00,0.0
KM TIDAR,KIJANG,2025-08-12 01:00:00,2025-08-12 01:00:00,2025-08-12 01:00:00,0.0
