Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM TIDAR,MAUMERE,2025-07-09 02:00:00,2025-07-09 02:00:00,2025-07-09 04:00:00,0.0
KM CIREMAI,SORONG,2025-07-09 02:00:00,2025-07-09 02:00:00,2025-07-09 04:00:00,0.0
KM WILIS,KALABAHI,2025-07-09 02:00:00,2025-07-09 02:00:00,2025-07-09 14:00:00,0.0
KM SINABUNG,SURABAYA,2025-07-09 02:00:00,2025-07-09 16:00:00,2025-07-09 16:00:00,0.0
KM LAMBELU,MAKASSAR,2025-07-09 03:00:00,2025-07-09 03:00:00,2025-07-09 03:00:00,0.0
KM LAMBELU,MAKASSAR,2025-07-09 03:00:00,2025-07-09 03:00:00,2025-07-09 11:00:00,0.0
KM SIRIMAU,TUAL,2025-07-09 05:00:00,2025-07-09 05:00:00,2025-07-09 10:00:00,0.0
KM LAWIT,WAINGAPU,2025-07-09 06:00:00,2025-07-09 06:00:00,2025-07-09 09:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-07-09 06:00:00,2025-07-09 06:00:00,2025-07-09 08:00:00,0.0
KM JETLINER,RAHA,2025-07-09 07:00:00,2025-07-09 07:00:00,2025-07-09 08:00:00,0.0
KM TILONGKABILA,BENOA,2025-07-09 08:00:00,2025-07-09 08:00:00,2025-07-10 09:00:00,0.0
KM TILONGKABILA,BENOA,2025-07-09 08:00:00,2025-07-10 09:00:00,2025-07-10 09:00:00,0.0
KM SANGIANG,SANANA,2025-07-09 09:00:00,2025-07-09 09:00:00,2025-07-09 11:00:00,0.0
KM TIDAR,LARANTUKA,2025-07-09 10:00:00,2025-07-09 10:00:00,2025-07-09 11:00:00,0.0
KM LABOBAR,DOBO,2025-07-09 11:00:00,2025-07-09 11:00:00,2025-07-09 14:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-07-09 12:00:00,2025-07-09 12:00:00,2025-07-09 13:00:00,0.0
KM TIDAR,LEWOLEBA,2025-07-09 13:00:00,2025-07-09 13:00:00,2025-07-09 14:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-07-09 14:00:00,2025-07-09 14:00:00,2025-07-10 09:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-07-09 14:00:00,2025-07-10 09:00:00,2025-07-10 09:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-07-09 14:00:00,2025-07-09 14:00:00,2025-07-09 15:00:00,0.0
KM PANGRANGO,BANDA,2025-07-09 15:00:00,2025-07-09 15:00:00,2025-07-09 17:00:00,0.0
KM JETLINER,KENDARI,2025-07-09 16:00:00,2025-07-09 16:00:00,2025-07-09 18:00:00,0.0
KM KELUD,BATAM,2025-07-09 16:00:00,2025-07-09 16:00:00,2025-07-09 20:00:00,0.0
KM LAMBELU,PARE-PARE,2025-07-09 16:00:00,2025-07-09 16:00:00,2025-07-09 19:00:00,0.0
KM BINAIYA,PARE-PARE,2025-07-09 19:00:00,2025-07-09 19:00:00,2025-07-09 21:00:00,0.0
KM LAWIT,ENDE,2025-07-09 19:00:00,2025-07-09 19:00:00,2025-07-09 21:00:00,0.0
KM SIRIMAU,DOBO,2025-07-09 21:00:00,2025-07-09 21:00:00,2025-07-09 23:00:00,0.0
KM LABOBAR,TUAL,2025-07-09 21:00:00,2025-07-09 21:00:00,2025-07-10 00:00:00,0.0
KM TIDAR,KUPANG,2025-07-09 22:00:00,2025-07-09 22:00:00,2025-07-10 02:00:00,0.0
KM DOROLONDA,SURABAYA,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,0.0
KM TATAMAILAU,AGATS,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 02:00:00,0.0
KM DOROLONDA,SURABAYA,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 13:00:00,0.0
KM CIREMAI,AMBON,2025-07-10 02:00:00,2025-07-10 02:00:00,2025-07-10 05:00:00,0.0
KM AWU,KUMAI,2025-07-10 03:00:00,2025-07-10 03:00:00,2025-07-10 03:00:00,0.0
KM SANGIANG,BACAN,2025-07-10 05:00:00,2025-07-10 05:00:00,2025-07-10 07:00:00,0.0
KM WILIS,KUPANG,2025-07-10 06:00:00,2025-07-10 06:00:00,2025-07-10 14:00:00,0.0
KM JETLINER,WANCI,2025-07-10 07:00:00,2025-07-10 07:00:00,2025-07-10 09:00:00,0.0
KM DOBONSOLO,MAKASSAR,2025-07-10 08:00:00,2025-07-10 08:00:00,2025-07-10 11:00:00,0.0
KM BK SIGUNTANG,TARAKAN,2025-07-10 08:00:00,2025-07-10 08:00:00,2025-07-10 12:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-07-10 10:00:00,2025-07-10 10:00:00,2025-07-11 00:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-07-10 10:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,0.0
KM TIDAR,LEWOLEBA,2025-07-10 10:00:00,2025-07-10 10:00:00,2025-07-10 11:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-07-10 11:00:00,2025-07-10 11:00:00,2025-07-10 13:00:00,0.0
KM LABOBAR,BANDA,2025-07-10 12:00:00,2025-07-10 12:00:00,2025-07-10 15:00:00,0.0
KM TATAMAILAU,TIMIKA,2025-07-10 13:00:00,2025-07-10 13:00:00,2025-07-10 23:00:00,0.0
KM TIDAR,LARANTUKA,2025-07-10 14:00:00,2025-07-10 14:00:00,2025-07-10 16:00:00,0.0
KM TILONGKABILA,LEMBAR,2025-07-10 15:00:00,2025-07-10 15:00:00,2025-07-10 17:00:00,0.0
KM SIRIMAU,TIMIKA,2025-07-10 16:00:00,2025-07-10 23:00:00,2025-07-11 01:00:00,7.0
KM LAWIT,KALABAHI,2025-07-10 16:00:00,2025-07-10 16:00:00,2025-07-10 18:00:00,0.0
KM SANGIANG,TERNATE,2025-07-10 17:00:00,2025-07-10 17:00:00,2025-07-10 19:00:00,0.0
KM BK SIGUNTANG,NUNUKAN,2025-07-10 18:00:00,2025-07-10 18:00:00,2025-07-10 20:00:00,0.0
KM TIDAR,MAUMERE,2025-07-10 22:00:00,2025-07-10 22:00:00,2025-07-11 00:00:00,0.0
KM JETLINER,KENDARI,2025-07-10 22:00:00,2025-07-10 22:00:00,2025-07-11 17:00:00,0.0
KM SINABUNG,MAKASSAR,2025-07-10 23:00:00,2025-07-10 23:00:00,2025-07-11 02:00:00,0.0
KM LABOBAR,AMBON,2025-07-10 23:00:00,2025-07-10 23:00:00,2025-07-11 02:00:00,0.0
KM PANGRANGO,SAUMLAKI,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 03:00:00,0.0
KM BINAIYA,BONTANG,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 03:00:00,0.0
KM DOBONSOLO,BAU-BAU,2025-07-11 03:00:00,2025-07-11 03:00:00,2025-07-11 05:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-07-11 04:00:00,2025-07-11 04:00:00,2025-07-11 04:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-07-11 04:00:00,2025-07-11 04:00:00,2025-07-12 02:00:00,0.0
KM CIREMAI,BAU-BAU,2025-07-11 06:00:00,2025-07-11 06:00:00,2025-07-11 09:00:00,0.0
KM WILIS,ENDE,2025-07-11 06:00:00,2025-07-11 06:00:00,2025-07-11 08:00:00,0.0
KM LAWIT,KUPANG,2025-07-11 07:00:00,2025-07-11 07:00:00,2025-07-11 11:00:00,0.0
KM TILONGKABILA,BIMA,2025-07-11 11:00:00,2025-07-11 11:00:00,2025-07-11 15:00:00,0.0
KM SIRIMAU,AGATS,2025-07-11 11:00:00,2025-07-11 11:00:00,2025-07-11 15:00:00,0.0
KM SANGIANG,BITUNG,2025-07-11 12:00:00,2025-07-11 12:00:00,2025-07-11 19:00:00,0.0
KM SANGIANG,BITUNG,2025-07-11 12:00:00,2025-07-11 19:00:00,2025-07-11 19:00:00,0.0
KM NGGAPULU,SURABAYA,2025-07-11 12:00:00,2025-07-11 12:00:00,2025-07-11 16:00:00,0.0
KM TIDAR,BAU-BAU,2025-07-11 13:00:00,2025-07-11 13:00:00,2025-07-11 15:00:00,0.0
KM LAMBELU,TARAKAN,2025-07-11 15:00:00,2025-07-11 15:00:00,2025-07-11 18:00:00,0.0
KM LAWIT,ROTE,2025-07-11 16:00:00,2025-07-11 16:00:00,2025-07-11 17:00:00,0.0
KM SINABUNG,BAU-BAU,2025-07-11 17:00:00,2025-07-11 17:00:00,2025-07-11 20:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-07-11 18:00:00,2025-07-11 18:00:00,2025-07-11 20:00:00,0.0
KM WILIS,WAINGAPU,2025-07-11 19:00:00,2025-07-11 19:00:00,2025-07-11 21:00:00,0.0
KM DOROLONDA,BALIKPAPAN,2025-07-11 20:00:00,2025-07-11 20:00:00,2025-07-11 22:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-07-11 22:00:00,2025-07-11 22:00:00,2025-07-12 00:00:00,0.0
KM LAWIT,KUPANG,2025-07-11 22:00:00,2025-07-11 22:00:00,2025-07-12 02:00:00,0.0
KM TATAMAILAU,TUAL,2025-07-11 22:00:00,2025-07-11 22:00:00,2025-07-12 00:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-07-11 23:00:00,2025-07-11 23:00:00,2025-07-12 01:00:00,0.0
KM LAMBELU,NUNUKAN,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 03:00:00,0.0
KM CIREMAI,MAKASSAR,2025-07-12 01:00:00,2025-07-12 01:00:00,2025-07-12 04:00:00,0.0
KM LABOBAR,BAU-BAU,2025-07-12 01:00:00,2025-07-12 01:00:00,2025-07-12 04:00:00,0.0
KM WILIS,WAIKELO,2025-07-12 06:00:00,2025-07-12 06:00:00,2025-07-12 07:00:00,0.0
KM BINAIYA,AWERANGE,2025-07-12 06:00:00,2025-07-12 06:00:00,2025-07-12 08:00:00,0.0
KM JETLINER,WANCI,2025-07-12 06:00:00,2025-07-12 06:00:00,2025-07-12 08:00:00,0.0
KM PANGRANGO,BANDA,2025-07-12 07:00:00,2025-07-12 07:00:00,2025-07-12 09:00:00,0.0
KM TIDAR,MAKASSAR,2025-07-12 08:00:00,2025-07-12 08:00:00,2025-07-12 12:00:00,0.0
KM DOROLONDA,PANTOLOAN,2025-07-12 10:00:00,2025-07-12 10:00:00,2025-07-12 12:00:00,0.0
KM TATAMAILAU,KAIMANA,2025-07-12 13:00:00,2025-07-12 13:00:00,2025-07-12 15:00:00,0.0
KM SINABUNG,BANGGAI,2025-07-12 13:00:00,2025-07-12 13:00:00,2025-07-12 14:00:00,0.0
KM BINAIYA,MAKASSAR,2025-07-12 14:00:00,2025-07-12 14:00:00,2025-07-12 18:00:00,0.0
KM SANGIANG,TERNATE,2025-07-12 15:00:00,2025-07-12 15:00:00,2025-07-12 18:00:00,0.0
KM LAWIT,KALABAHI,2025-07-12 15:00:00,2025-07-12 15:00:00,2025-07-12 17:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-07-12 17:00:00,2025-07-12 17:00:00,2025-07-12 21:00:00,0.0
KM LABOBAR,MAKASSAR,2025-07-12 18:00:00,2025-07-12 18:00:00,2025-07-12 21:00:00,0.0
KM WILIS,BIMA,2025-07-12 18:00:00,2025-07-12 18:00:00,2025-07-12 20:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-07-12 18:00:00,2025-07-12 21:00:00,2025-07-13 02:00:00,3.0
KM KELIMUTU,PONTIANAK,2025-07-12 19:00:00,2025-07-12 19:00:00,2025-07-12 22:00:00,0.0
KM JETLINER,KENDARI,2025-07-12 21:00:00,2025-07-12 21:00:00,2025-07-12 21:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-07-12 21:00:00,2025-07-13 02:00:00,2025-07-13 06:00:00,5.0
KM DOBONSOLO,SORONG,2025-07-12 22:00:00,2025-07-12 22:00:00,2025-07-13 01:00:00,0.0
KM PANGRANGO,AMBON,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 17:00:00,0.0
KM LAMBELU,PANTOLOAN,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 02:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-07-13 02:00:00,2025-07-13 06:00:00,2025-07-13 06:00:00,4.0
KM BK SIGUNTANG,MAKASSAR,2025-07-13 02:00:00,2025-07-13 06:00:00,2025-07-13 16:00:00,0.0
KM TATAMAILAU,FAK-FAK,2025-07-13 04:00:00,2025-07-13 04:00:00,2025-07-13 06:00:00,0.0
KM SINABUNG,BITUNG,2025-07-13 05:00:00,2025-07-13 05:00:00,2025-07-13 08:00:00,0.0
KM WILIS,LABUAN BAJO,2025-07-13 05:00:00,2025-07-13 05:00:00,2025-07-13 06:00:00,0.0
KM SANGIANG,BACAN,2025-07-13 07:00:00,2025-07-13 07:00:00,2025-07-13 09:00:00,0.0
KM CIREMAI,SURABAYA,2025-07-13 09:00:00,2025-07-13 09:00:00,2025-07-13 11:00:00,0.0
KM KELUD,BATAM,2025-07-13 10:00:00,2025-07-13 10:00:00,2025-07-13 14:00:00,0.0
KM LAWIT,ENDE,2025-07-13 12:00:00,2025-07-13 12:00:00,2025-07-13 14:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-07-13 13:00:00,2025-07-13 13:00:00,2025-07-13 15:00:00,0.0
KM DOBONSOLO,MANOKWARI,2025-07-13 15:00:00,2025-07-13 15:00:00,2025-07-13 17:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-07-13 15:00:00,2025-07-13 15:00:00,2025-07-13 17:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-07-13 15:00:00,2025-07-13 15:00:00,2025-07-13 17:00:00,0.0
KM SIRIMAU,MERAUKE,2025-07-13 16:00:00,2025-07-13 16:00:00,2025-07-14 00:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-07-13 17:00:00,2025-07-13 17:00:00,2025-07-13 18:00:00,0.0
KM DOROLONDA,BITUNG,2025-07-13 17:00:00,2025-07-13 17:00:00,2025-07-13 20:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-07-13 17:00:00,2025-07-13 17:00:00,2025-07-13 20:00:00,0.0
KM SINABUNG,TERNATE,2025-07-13 18:00:00,2025-07-13 18:00:00,2025-07-13 20:00:00,0.0
KM TIDAR,SURABAYA,2025-07-13 19:00:00,2025-07-13 19:00:00,2025-07-13 21:00:00,0.0
KM TILONGKABILA,BAU-BAU,2025-07-13 20:00:00,2025-07-13 20:00:00,2025-07-13 22:00:00,0.0
KM LABOBAR,SURABAYA,2025-07-13 22:00:00,2025-07-13 22:00:00,2025-07-14 01:00:00,0.0
KM TATAMAILAU,SORONG,2025-07-13 23:00:00,2025-07-13 23:00:00,2025-07-14 02:00:00,0.0
KM BINAIYA,BIMA,2025-07-13 23:00:00,2025-07-13 23:00:00,2025-07-14 00:00:00,0.0
KM LAWIT,WAINGAPU,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 03:00:00,0.0
KM TILONGKABILA,RAHA,2025-07-14 02:00:00,2025-07-14 02:00:00,2025-07-14 04:00:00,0.0
KM SINABUNG,BACAN,2025-07-14 02:00:00,2025-07-14 02:00:00,2025-07-14 03:00:00,0.0
KM DOROLONDA,TERNATE,2025-07-14 06:00:00,2025-07-14 06:00:00,2025-07-14 08:00:00,0.0
KM WILIS,MAKASSAR,2025-07-14 06:00:00,2025-07-14 06:00:00,2025-07-14 09:00:00,0.0
KM DOBONSOLO,SORONG,2025-07-14 07:00:00,2025-07-14 07:00:00,2025-07-14 10:00:00,0.0
KM PANGRANGO,BANDA,2025-07-14 08:00:00,2025-07-14 08:00:00,2025-07-14 10:00:00,0.0
KM SANGIANG,SANANA,2025-07-14 08:00:00,2025-07-14 08:00:00,2025-07-14 10:00:00,0.0
KM LAMBELU,PARE-PARE,2025-07-14 09:00:00,2025-07-14 09:00:00,2025-07-14 12:00:00,0.0
KM TILONGKABILA,KENDARI,2025-07-14 10:00:00,2025-07-14 10:00:00,2025-07-14 14:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-07-14 11:00:00,2025-07-14 11:00:00,2025-07-14 13:00:00,0.0
KM KELIMUTU,SEMARANG,2025-07-14 14:00:00,2025-07-14 14:00:00,2025-07-15 06:00:00,0.0
KM CIREMAI,TANJUNG PRIOK,2025-07-14 14:00:00,2025-07-14 14:00:00,2025-07-15 04:00:00,0.0
KM CIREMAI,TANJUNG PRIOK,2025-07-14 14:00:00,2025-07-15 04:00:00,2025-07-15 04:00:00,0.0
KM NGGAPULU,NAMLEA,2025-07-14 16:00:00,2025-07-14 16:00:00,2025-07-14 18:00:00,0.0
KM LAMBELU,MAKASSAR,2025-07-14 17:00:00,2025-07-14 17:00:00,2025-07-14 20:00:00,0.0
KM KELUD,BELAWAN,2025-07-14 17:00:00,2025-07-14 17:00:00,2025-07-15 13:00:00,0.0
KM TATAMAILAU,BITUNG,2025-07-14 17:00:00,2025-07-14 17:00:00,2025-07-15 02:00:00,0.0
KM LAWIT,BIMA,2025-07-14 18:00:00,2025-07-14 18:00:00,2025-07-14 20:00:00,0.0
KM SINABUNG,SORONG,2025-07-14 19:00:00,2025-07-14 19:00:00,2025-07-14 22:00:00,0.0
KM BINAIYA,BENOA,2025-07-14 23:00:00,2025-07-14 23:00:00,2025-07-15 07:00:00,0.0
KM SANGIANG,NAMLEA,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 01:00:00,0.0
KM NGGAPULU,AMBON,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 04:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-07-15 02:00:00,2025-07-15 04:00:00,2025-07-15 06:00:00,2.0
KM DOROLONDA,SORONG,2025-07-15 03:00:00,2025-07-15 03:00:00,2025-07-15 06:00:00,0.0
KM LABOBAR,TANJUNG PRIOK,2025-07-15 04:00:00,2025-07-15 06:00:00,2025-07-15 06:00:00,2.0
KM LABOBAR,TANJUNG PRIOK,2025-07-15 04:00:00,2025-07-15 06:00:00,2025-07-15 21:00:00,0.0
KM TATAMAILAU,TIDORE,2025-07-15 05:00:00,2025-07-15 05:00:00,2025-07-15 06:00:00,0.0
KM TILONGKABILA,LUWUK,2025-07-15 07:00:00,2025-07-15 07:00:00,2025-07-15 10:00:00,0.0
KM LAMBELU,BAU-BAU,2025-07-15 11:00:00,2025-07-15 11:00:00,2025-07-15 13:00:00,0.0
KM SANGIANG,AMBON,2025-07-15 11:00:00,2025-07-15 11:00:00,2025-07-15 15:00:00,0.0
KM SINABUNG,MANOKWARI,2025-07-15 12:00:00,2025-07-15 12:00:00,2025-07-15 14:00:00,0.0
KM SIRIMAU,AGATS,2025-07-15 14:00:00,2025-07-15 14:00:00,2025-07-15 16:00:00,0.0
KM BK SIGUNTANG,TARAKAN,2025-07-15 14:00:00,2025-07-15 14:00:00,2025-07-15 18:00:00,0.0
KM WILIS,BATULICIN,2025-07-15 15:00:00,2025-07-15 15:00:00,2025-07-16 20:00:00,0.0
KM WILIS,BATULICIN,2025-07-15 15:00:00,2025-07-16 20:00:00,2025-07-16 20:00:00,0.0
KM TATAMAILAU,TERNATE,2025-07-15 16:00:00,2025-07-15 16:00:00,2025-07-15 17:00:00,0.0
KM PANGRANGO,SAUMLAKI,2025-07-15 17:00:00,2025-07-15 17:00:00,2025-07-15 20:00:00,0.0
KM LAWIT,BENOA,2025-07-15 18:00:00,2025-07-15 18:00:00,2025-07-15 21:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-07-15 19:00:00,2025-07-15 19:00:00,2025-07-15 21:00:00,0.0
KM TATAMAILAU,BITUNG,2025-07-15 19:00:00,2025-07-15 19:00:00,2025-07-15 19:00:00,0.0
KM TILONGKABILA,GORONTALO,2025-07-15 21:00:00,2025-07-15 21:00:00,2025-07-15 23:00:00,0.0
KM SINABUNG,NABIRE,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 02:00:00,0.0
KM NGGAPULU,TERNATE,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 02:00:00,0.0
KM BK SIGUNTANG,NUNUKAN,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 02:00:00,0.0
KM DOBONSOLO,BAU-BAU,2025-07-16 02:00:00,2025-07-16 02:00:00,2025-07-16 04:00:00,0.0
KM LAMBELU,MAUMERE,2025-07-16 02:00:00,2025-07-16 02:00:00,2025-07-16 04:00:00,0.0
KM NGGAPULU,JAILOLO,2025-07-16 04:00:00,2025-07-16 04:00:00,2025-07-16 06:00:00,0.0
KM KELIMUTU,KUMAI,2025-07-16 06:00:00,2025-07-16 06:00:00,2025-07-16 10:00:00,0.0
KM SIRIMAU,TIMIKA,2025-07-16 06:00:00,2025-07-16 06:00:00,2025-07-16 08:00:00,0.0
KM CIREMAI,SURABAYA,2025-07-16 06:00:00,2025-07-16 06:00:00,2025-07-16 10:00:00,0.0
KM DOROLONDA,NABIRE,2025-07-16 07:00:00,2025-07-16 07:00:00,2025-07-16 09:00:00,0.0
KM SANGIANG,BANDA,2025-07-16 07:00:00,2025-07-16 07:00:00,2025-07-16 09:00:00,0.0
KM LAMBELU,LARANTUKA,2025-07-16 09:00:00,2025-07-16 09:00:00,2025-07-16 11:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-07-16 10:00:00,2025-07-16 10:00:00,2025-07-16 13:00:00,0.0
KM SINABUNG,BIAK,2025-07-16 11:00:00,2025-07-16 11:00:00,2025-07-16 13:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-07-16 12:00:00,2025-07-16 12:00:00,2025-07-16 13:00:00,0.0
KM TIDAR,KIJANG,2025-07-16 14:00:00,2025-07-16 14:00:00,2025-07-16 17:00:00,0.0
KM TILONGKABILA,BITUNG,2025-07-16 14:00:00,2025-07-16 14:00:00,2025-07-17 03:00:00,0.0
KM TIDAR,KIJANG,2025-07-16 14:00:00,2025-07-16 17:00:00,2025-07-16 17:00:00,0.0
KM DOROLONDA,SERUI,2025-07-16 15:00:00,2025-07-16 15:00:00,2025-07-16 17:00:00,0.0
KM NGGAPULU,BITUNG,2025-07-16 15:00:00,2025-07-17 03:00:00,2025-07-17 14:00:00,12.0
KM KELUD,BATAM,2025-07-16 16:00:00,2025-07-16 16:00:00,2025-07-16 20:00:00,0.0
KM TATAMAILAU,AMBON,2025-07-16 18:00:00,2025-07-16 18:00:00,2025-07-16 20:00:00,0.0
KM DOBONSOLO,MAKASSAR,2025-07-16 19:00:00,2025-07-16 19:00:00,2025-07-16 22:00:00,0.0
KM SANGIANG,GESER,2025-07-16 19:00:00,2025-07-16 19:00:00,2025-07-16 21:00:00,0.0
KM LABOBAR,SURABAYA,2025-07-16 21:00:00,2025-07-16 21:00:00,2025-07-17 01:00:00,0.0
KM LAMBELU,BAU-BAU,2025-07-16 23:00:00,2025-07-16 23:00:00,2025-07-17 01:00:00,0.0
KM PANGRANGO,BANDA,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 02:00:00,0.0
KM SIRIMAU,DOBO,2025-07-17 01:00:00,2025-07-17 01:00:00,2025-07-17 03:00:00,0.0
KM LAWIT,SURABAYA,2025-07-17 03:00:00,2025-07-17 03:00:00,2025-07-17 06:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-07-17 05:00:00,2025-07-17 05:00:00,2025-07-17 07:00:00,0.0
KM SANGIANG,FAK-FAK,2025-07-17 09:00:00,2025-07-17 09:00:00,2025-07-17 16:00:00,0.0
KM SINABUNG,JAYAPURA,2025-07-17 09:00:00,2025-07-17 09:00:00,2025-07-17 14:00:00,0.0
KM KELIMUTU,SEMARANG,2025-07-17 10:00:00,2025-07-17 10:00:00,2025-07-17 17:00:00,0.0
KM DOROLONDA,JAYAPURA,2025-07-17 12:00:00,2025-07-17 14:00:00,2025-07-17 20:00:00,2.0
KM NGGAPULU,JAILOLO,2025-07-17 12:00:00,2025-07-17 14:00:00,2025-07-17 16:00:00,0.0
KM SIRIMAU,TUAL,2025-07-17 13:00:00,2025-07-17 13:00:00,2025-07-17 18:00:00,0.0
KM BINAIYA,BENOA,2025-07-17 16:00:00,2025-07-17 16:00:00,2025-07-18 07:00:00,0.0
KM LAMBELU,MAKASSAR,2025-07-17 16:00:00,2025-07-17 16:00:00,2025-07-17 20:00:00,0.0
KM CIREMAI,MAKASSAR,2025-07-17 16:00:00,2025-07-17 20:00:00,2025-07-18 00:00:00,4.0
KM NGGAPULU,TERNATE,2025-07-17 16:00:00,2025-07-17 16:00:00,2025-07-17 18:00:00,0.0
KM BINAIYA,BENOA,2025-07-17 16:00:00,2025-07-18 07:00:00,2025-07-18 07:00:00,0.0
KM PANGRANGO,AMBON,2025-07-17 17:00:00,2025-07-17 17:00:00,2025-07-17 17:00:00,0.0
KM PANGRANGO,AMBON,2025-07-17 17:00:00,2025-07-17 17:00:00,2025-07-18 14:00:00,0.0
KM TILONGKABILA,GORONTALO,2025-07-17 18:00:00,2025-07-17 18:00:00,2025-07-17 20:00:00,0.0
KM TATAMAILAU,TUAL,2025-07-17 22:00:00,2025-07-17 22:00:00,2025-07-18 02:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-07-17 22:00:00,2025-07-17 22:00:00,2025-07-18 01:00:00,0.0
KM DOBONSOLO,SURABAYA,2025-07-18 01:00:00,2025-07-18 01:00:00,2025-07-18 03:00:00,0.0
KM LAMBELU,PARE-PARE,2025-07-18 01:00:00,2025-07-18 01:00:00,2025-07-18 06:00:00,0.0
KM WILIS,MAKASSAR,2025-07-18 02:00:00,2025-07-18 02:00:00,2025-07-18 08:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-07-18 03:00:00,2025-07-18 03:00:00,2025-07-18 09:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-07-18 04:00:00,2025-07-18 09:00:00,2025-07-19 02:00:00,5.0
KM KELUD,TANJUNG PRIOK,2025-07-18 04:00:00,2025-07-19 02:00:00,2025-07-19 02:00:00,0.0
KM SANGIANG,GESER,2025-07-18 05:00:00,2025-07-18 05:00:00,2025-07-18 07:00:00,0.0
KM LABOBAR,MAKASSAR,2025-07-18 06:00:00,2025-07-18 08:00:00,2025-07-18 11:00:00,2.0
KM BK SIGUNTANG,MAKASSAR,2025-07-18 06:00:00,2025-07-18 11:00:00,2025-07-18 16:00:00,5.0
KM TILONGKABILA,LUWUK,2025-07-18 07:00:00,2025-07-18 07:00:00,2025-07-18 09:00:00,0.0
KM SINABUNG,BIAK,2025-07-18 11:00:00,2025-07-18 11:00:00,2025-07-18 13:00:00,0.0
KM TATAMAILAU,DOBO,2025-07-18 11:00:00,2025-07-18 11:00:00,2025-07-18 13:00:00,0.0
KM LAWIT,KUMAI,2025-07-18 11:00:00,2025-07-18 11:00:00,2025-07-18 11:00:00,0.0
KM DOROLONDA,SERUI,2025-07-18 12:00:00,2025-07-18 12:00:00,2025-07-18 14:00:00,0.0
KM CIREMAI,BAU-BAU,2025-07-18 12:00:00,2025-07-18 12:00:00,2025-07-18 14:00:00,0.0
KM SIRIMAU,SAUMLAKI,2025-07-18 13:00:00,2025-07-18 13:00:00,2025-07-18 15:00:00,0.0
KM NGGAPULU,AMBON,2025-07-18 14:00:00,2025-07-18 14:00:00,2025-07-18 17:00:00,0.0
KM SANGIANG,BANDA,2025-07-18 17:00:00,2025-07-18 17:00:00,2025-07-18 19:00:00,0.0
KM DOROLONDA,NABIRE,2025-07-18 20:00:00,2025-07-18 20:00:00,2025-07-18 22:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-07-18 22:00:00,2025-07-18 22:00:00,2025-07-19 00:00:00,0.0
